Var1,Freq
"Greece:Kyklades Milos Isl., Zefyria",2
Greece:Kythira island,2
"Greece:Kythira, Chora",2
"Greece:Kythira, Karavas",2
Greece:Kythnos island,2
"Greece:Kythnos Island, Potamia beach",2
"Greece:Laerma, Rhodes",2
Greece:Lagadas,2
"Greece:Lagkada, region Epirus",2
Greece:Lake Petron,2
Greece:Lake Prespa Lake Prespa Loc: Psarades,2
"Greece:Lakonia, Limeni",2
"Greece:Lakonia, Mystras, ancient town",2
"Greece:Lakonias, Sparti W 6km, Mistras",2
"Greece:Lamia, Oiti Oros, 1500 1700 m",2
Greece:Lechena/Peloponnese,2
"Greece:Lefka Ori, Kallergis Plateau, Crete",2
"Greece:Lefkada, Ionian Islands",2
Greece:Leipsoi island,2
"Greece:Leipsoi, Chora to Platy Gialo",2
"Greece:Leivadia gorge, Sterea Ellada",2
"Greece:Lekani, Kechrokampos, Thraki",2
Greece:Lesbos I.,2
"Greece:Lesvos, nr. Akhladere",2
"Greece:Lesvos, Sikaminia, malaise trap, Rojo & Perez",2
"Greece:Lesvos, Skala Kallonis",2
"Greece:Lesvos,Sifneos",2
Greece:Levkas Island,2
"Greece:Levkas, Skorpithi Bay",2
"Greece:Ligkiades junction E 0.5 km, between Amfithea and Spothi",2
"Greece:Ligkiades junction W 1.5 km, between Amfithea and Spothi",2
Greece:Limani Litochorou,2
"Greece:Limnos Is., Koukonisi Bay",2
"Greece:Litheos river, Pinios basin",2
"Greece:Lithino, 1 km N of Pateron Monastery",2
Greece:Little Prespa Lake,2
Greece:Livadia,2
"Greece:Louros River Ionian Sea, Kampi Spring",2
Greece:Lygaria Eraklion Crete,2
Greece:LYKOBRYSH,2
"Greece:Macedonia, Ambeloi, Serres",2
"Greece:Macedonia, Florina, Hyroussa",2
"Greece:Macedonia, Kotas",2
"Greece:Macedonia, Mt. Olympos (1040 m)",2
"Greece:Macedonia, Naoussa, Naoussa cave",2
"Greece:Macedonia, Olympos mts.",2
"Greece:Macedonia, Pella",2
"Greece:Macedonia, Pieria, Leptokaria, 15 km E Olympos",2
"Greece:Macedonia, Serres, Karperi",2
"Greece:Macedonia, Serres, Kato Dendra",2
Greece:Macedonia: Leptokaria,2
Greece:Macedonia: Mt. Olymp,2
"Greece:Macedonia: Nestos Delta, SE Hrissoupoli",2
"Greece:Macedonien, Nomos Kavala Pangeo",2
"Greece:Mainalo Mountain, Peloponnisos",2
"Greece:Mainalo, Pelloponnisos",2
Greece:Makedonia,2
"Greece:Makedonia, along the road between the villages Eptachori and Pentalofos",2
Greece:Makedonien,2
Greece:Manaris,2
Greece:Mandilou Is,2
"Greece:Mediterranean Sea, Lavrio",2
Greece:Megalo Sofrano islet south of Astypalaia,2
Greece:Meganisi,2
"Greece:Megisti, Island of Megisti",2
Greece:Meligou,2
Greece:Melissopetra,2
Greece:Melligou,2
"Greece:Mesa Diavatis islet, Skyros, Sporades",2
"Greece:Messinia Pamisos river, near Kalamata airport",2
"Greece:Messinia,Filiatra",2
Greece:Metochi,2
"Greece:Michalitsi, Preveza, Epirus",2
"Greece:Mikro Derio, Erythropotamos river, Evros (Maritza) drainage",2
Greece:Milos Is.,2
"Greece:Milos Island, Agios Ioannis",2
"Greece:Milos Island, Fyriplaka",2
Greece:Monte Peristei,2
Greece:Mornos drainage,2
Greece:Mount Gramos,2
Greece:Mount Hymettus,2
Greece:Mt. Athos peninsula,2
"Greece:Mt. Giona, near Kaloskopi",2
Greece:Mt. Grammos,2
"Greece:Mt. Helmos (1350 1500 m), Peloponnisos",2
"Greece:Mt. Helmos (1350 m), Peloponnisos",2
Greece:Mt. Ossa near Spilia,2
Greece:Mt. Paggaio,2
Greece:Mt. Pangeon,2
Greece:Mt. Parnassos,2
"Greece:Mt. Parnassus, Fterolaka",2
Greece:Mt. Taigetos,2
"Greece:Mt. Taiyetos (1200 1300 m), Peloponnisos",2
Greece:Mts. Melano,2
Greece:Mts. Taigetos,2
Greece:Mykonos,2
Greece:Mylopotamos Springs,2
"Greece:N Macedonia, Mt. Phalakron, Steinbruch",2
"Greece:N. Aegean Sea, Thermaikos Gulf",2
"Greece:Nagos, Chios",2
"Greece:natural population, Corfu' Island",2
"Greece:Naxos Island, Sagri",2
Greece:Nea Artaki,2
Greece:Nea Fokea,2
"Greece:Nea Kameni, Santorini",2
Greece:Nea Marmaras,2
"Greece:Nea Peramos, Vrasida",2
Greece:Nea Raidestos,2
Greece:Neo Chimonio Didymoteicho,2
"Greece:Neo Itilo, Lakonia",2
"Greece:Nida Plateau, Island of Crete",2
Greece:Nisuros Island,2
"Greece:Nom. Etolia Akarnania, Ep. Vonitsis 8.9 km SO Astakos, 10 m",2
"Greece:Nom. Evritania, Karpenisi E 4km, Agios Nikolaos",2
"Greece:Nomos Attikis, Eparchia Megaridos, Mt. Gerania. NW of Ano Kineta",2
Greece:Nomos Eparchie Kozani Vourinos,2
"Greece:Nomos Erarchia, Grevena, Vourinos Murio,E of Exarchos, 1450m",2
"Greece:Nomos Ioannina, Platanoussa, riverlet",2
"Greece:Nomos Voiotias, Livadia, Spring of Krya",2
"Greece:North Aegean Sea, Chios",2
"Greece:North Aegean, Samos, Kokkari, 1,7km S Kokkari",2
Greece:Northeastern,2
Greece:northern,2
"Greece:Northern Greece, Oros Orvilos, Katafito village",2
Greece:Olymp,2
"Greece:Olympia, Ilia",2
"Greece:Olympiada, region Thessaly",2
"Greece:Olympos Mountain (1375m), Macedonia",2
"Greece:Olympos Mountain (2000m), Macedonia",2
"Greece:Olympos, Koromilles",2
"Greece:Olympos, Leptokaria 15 km W",2
Greece:Olympos/Karpathos,2
Greece:Oropos Attiki,2
Greece:Oros Parnitha,2
"Greece:Orthes, Crete",2
Greece:Ossa Mountain,2
"Greece:Ossa Mountain, Thessalia",2
Greece:Ossa Mt.,2
Greece:Paleokastro,2
Greece:Paliouri,2
"Greece:Paliouri, Sperchios River",2
Greece:Pamisos River,2
Greece:Panagitsa,2
"Greece:Pangaio Mountain, Thraki",2
Greece:Paradisos,2
"Greece:Paralia Pot Cave, Kao Seta, Aghlia Triada, Eubea Island",2
Greece:Parnassos Mt,2
Greece:Parnassos Mt. (Sterea Ellas),2
"Greece:Patmos Island, Lambi",2
"Greece:Patras, near university campus, Peloponnesus",2
"Greece:Peleponnes, Konnonpelli",2
"Greece:Peleponnese, Laconia",2
"Greece:Pelopones, Mt. Helenos",2
"Greece:Pelopones, Tsapi",2
"Greece:Peloponese, E bank of Stymphalian lake, Kionia",2
"Greece:Peloponeso, Killini, N a NE Siete des Gipfelmassiv",2
"Greece:Peloponissos, Taygetos",2
"Greece:Peloponnes, E bank of Stymphalian lake, Kionia",2
"Greece:Peloponnes, Geronthri, Geraki",2
"Greece:Peloponnes, Ithilo",2
"Greece:Peloponnes, Umg. Limani Geraka",2
Greece:Peloponnes: Loutro valley,2
"Greece:Peloponnese, 9,6 km S Anavriti on E4 trail, Oros Taygetos",2
"Greece:Peloponnese, Achaea, Oros Aroania, Kalavryta",2
"Greece:Peloponnese, Akhaia, Glastra",2
"Greece:Peloponnese, Argolis, Ligourio, Epidauros theater archeological site",2
"Greece:Peloponnese, Arkadhia, Kastri Moni Prodromou Perdikovrisis",2
"Greece:Peloponnese, Arkadhia, Megalopoli S 3 km, Anthohori",2
"Greece:Peloponnese, Astros SW 16 km, Kastri Nea Chora M. Prodromou",2
"Greece:Peloponnese, between Tripolis and Sparta",2
"Greece:Peloponnese, Chelmos",2
"Greece:Peloponnese, Chelmos Mt., Xerocampos",2
"Greece:Peloponnese, Chelmos, nr Kalavrita",2
"Greece:Peloponnese, Gythio NW 18 km, Agios Nikolaos",2
"Greece:Peloponnese, Hellas Peloponnese, Olympia Alfos Tal",2
"Greece:Peloponnese, Ilis",2
"Greece:Peloponnese, Kalamata SE 15km, Vorio",2
"Greece:Peloponnese, Kastro",2
"Greece:Peloponnese, Korinthia, Khalkio",2
"Greece:Peloponnese, Lakonia, 24 km N Sparti (Sparta)",2
"Greece:Peloponnese, Lakonien Parnon, Pabhohe NE Karies",2
"Greece:Peloponnese, Lalas, Ilia",2
"Greece:Peloponnese, Menalo Mt. 1455m",2
"Greece:Peloponnese, Messenia",2
"Greece:Peloponnese, Messinia, Stoupa, Mani Ag. Nikolaos",2
"Greece:Peloponnese, Metochi",2
"Greece:Peloponnese, Mount Kyllini",2
"Greece:Peloponnese, Parori near Sparti",2
"Greece:Peloponnese, Peloponnes, Mani Taygetos, W Seite Saidona",2
"Greece:Peloponnese, Peloponnese, Taygetos, Saidona vic.",2
"Greece:Peloponnese, pref. Akhaia, road to the Caves of the Lakes at Kastria",2
"Greece:Peloponnese, slopes of Profitis Illias",2
"Greece:Peloponnese, Taygetos, Tseria",2
"Greece:Peloponnese, Vitina, Tripoli",2
Greece:Peloponnese: E Saidhona,2
Greece:Peloponnese: Sparti,2
"Greece:Peloponnesos, Kato Lousi",2
"Greece:Peloponnesos, Manaris",2
"Greece:Peloponnesos, Mathia",2
"Greece:Peloponnesos, Mt. Taygetos (hairpins to Anavriti)",2
"Greece:Peloponnessos, Achaia, Spilaio Limnon",2
"Greece:Peloponnessos, Corinthia, Kleonai",2
"Greece:Peloponnesus, Nom. Messinia",2
"Greece:Peloponnisos, Ag. Dimitrios",2
"Greece:Peloponnisos, Artemisia",2
"Greece:Peloponnisos, Avramianika",2
"Greece:Peloponnisos, Chora Gaitson",2
"Greece:Peloponnisos, Gerolimenas",2
"Greece:Peloponnisos, Kosmas",2
"Greece:Peloponnisos, lake Stimfalias",2
"Greece:Peloponnisos, Leonidio",2
"Greece:Peloponnisos, Loutsa",2
"Greece:Peloponnisos, Petalidi",2
"Greece:Peloponnisos, Skoutari",2
"Greece:Peloponnisos, Voidokoilia",2
Greece:Peloponnisos: Prov. Ahaia,2
Greece:Pentamodi province,2
"Greece:Penteli, Attica",2
"Greece:Peri, Crete",2
Greece:Peristeri summit S,2
"Greece:Petousi islet, Evvoia",2
"Greece:Petritsio, Struma (Strymonas) River",2
"Greece:Petrota, Gallikos river, Gallikos drainage",2
"Greece:Phokis, NE Krokilio",2
"Greece:PI, Litochoro",2
"Greece:Pieria Mountain, Flampouro peak, Macedonia",2
Greece:Pilion,2
"Greece:Pilon Mt., N of Dhrakia, E of Volos",2
Greece:Pindos Mt.,2
"Greece:Pindos, Loupata",2
Greece:Pineios River,2
"Greece:Pinios drainage, Litheos River, Trikala",2
Greece:Pinios River,2
"Greece:Pinios River, Farkadona Enipeas Tributary",2
"Greece:Piperi islet, Sporades",2
Greece:Plakida,2
"Greece:Pori Islet, Antikythira",2
"Greece:Porto, Rafti",2
Greece:Posithonia,2
Greece:Pozar,2
"Greece:Pozarska Cave, Macedonia",2
Greece:Prasonisi islet south of Rhodos,2
"Greece:Preveza, Epirus",2
"Greece:Preveza, Epirus, Ammoudia",2
"Greece:Preveza, Kanali",2
"Greece:Prov. Epirus, Salaora sw. Arta",2
"Greece:Prov. Fthiotis, 5 km N Bralos, 450 m",2
Greece:Provatas Serres,2
Greece:Psara,2
Greece:Psittaleia,2
"Greece:Pylos, Peloponnesus",2
Greece:Rafina Attica,2
"Greece:Reg. Attica, Per. West Attica, Mt. Parnes",2
"Greece:Reg. Central Greece, Per. Erythania, c. 10km SSW of Metsovon",2
"Greece:Reg. Central Greece, Per. Erythania, Mt. Kaliakouda, c. 4km SE of Megalo Chorio",2
"Greece:Reg. Central Greece, Per. Erythania, Mt. Oxia, 7km SSW of Gardiki",2
"Greece:Reg. Central Greece, Per. Erythania, Mt. Timfrestos, c. 4km NE of Karpenisi",2
"Greece:Reg. Central Greece, Per. Erythania, Mt. Velouchi",2
"Greece:Reg. Central Greece, Per. Euboea, 1 2.5km NW of Kimi",2
"Greece:Reg. Central Greece, Per. Euboea, Skyros, c. 2.5km N from top of Mt. Kochilas",2
"Greece:Reg. Central Greece, Per. Euboea, Skyros, N side of Mt. Kochilas",2
"Greece:Reg. Central Greece, Per. Euboea, Skyros, W slope of Mt. Kochilas",2
"Greece:Reg. Central Greece, Per. Euboea,Skyros, Mt. Kochilas",2
"Greece:Reg. Central Greece, Per. Evritania, c. 3.5km N NNE of Karpenision",2
"Greece:Reg. Central Greece, Per. Evritania, Mt. Timfrestos, 4km N of Karpenision",2
"Greece:Reg. Central Greece, Per. Fthiotida, Oeta",2
"Greece:Reg. Central Greece, Per. Fthiotida,Ypati, Oeta",2
"Greece:Reg. Central Greece, Per.. Eurytania, Mt. Vardousia, 3.5km W of Athanasios Diakos",2
"Greece:Reg. Central Macedonia, Per. Pieria, Hagios Dionysios",2
"Greece:Reg. Crete, Per. Chania, Lefka Ori, Mt. Psilafi",2
"Greece:Reg. Epirus, Per. Arta, Mt. Zoumerka, 4.5km WSW of Theodoriana",2
"Greece:Reg. Epirus, Per. Arta, Tsumerka Mnts.",2
"Greece:Reg. Epirus, Per. Ioaninna, c. 2km S of Papingo",2
"Greece:Reg. Epirus, Per. Ioaninna, Vikos Gorge, c. 2.5km SE of Vikos",2
"Greece:Reg. Epirus, Per. Ioannina, Konitsa",2
"Greece:Reg. Epirus, Per. Ioannina,Mt. Smolika",2
"Greece:Reg. South Aegean, Per. Rhodes, Mt. Profitis Ilias",2
"Greece:Reg. Thessaly, Per. Karditsa, Mt. Karava",2
"Greece:Reg. Thessaly, Per. Karditsa, Mt. Karava, 3km ESE of Vlasio",2
"Greece:Reg. Thessaly, Per. Karditsa, Mt. Voutsikaki, 4km E of Vlasio",2
"Greece:Reg. Thessaly, Per. Trikala, 5km SW of Pyrra",2
"Greece:Reg. Thessaly, Per. Trikala, Mt. Augo, 5km SW of Pirra, Aithikoi",2
"Greece:Reg. Thessaly, Per. Trikala, Mt. Augo, 6km SW of Pirra, Aithikoi",2
"Greece:Reg. Thessaly, Per. Trikala, Mt. Kakarditsa, 3.5km W of Athamania",2
"Greece:Reg. Thessaly, Per. Trikala, Mt. Tringia, 2.5km N of Paleochorion",2
"Greece:Reg. Thessaly, Per. Trikala, Mt. Tringia, 3km N of Paleochorion",2
"Greece:Reg. Thessaly, Per. Trikala, summit Trapos in Mt. Peristeri, 5km WSW of Chaliki",2
"Greece:Reg. West Greece, Per. Achaia, Megaspilaeon",2
"Greece:Reg. West Macedonia, Per. Kastoria, between Monodendri and Vikos gorge",2
"Greece:Rethimni, Kriti, Agia Galini, barrier beach NE of, alt., 10 m",2
Greece:Rhodes island,2
"Greece:Rhodes Island, Mediterranean Sea",2
Greece:Rhodope,2
"Greece:Rhodos, GR, Rhodos, Psinthos N, Hoehenruecken",2
Greece:Richios River,2
Greece:River Aoos (=Vjose) Aoos (=Vjose) drainage Loc: Konitsa,2
Greece:River Arachthos Arachthos drainage Loc: Arta,2
Greece:river at Lysimacheia lake,2
Greece:River Evros,2
Greece:River Louros Louros drainage Loc: Agio Georgios,2
Greece:River Rihios,2
Greece:River Thiamis Thiamis drainage Loc: Parapothamus,2
"Greece:Rodopi Mts. (1200 m), Macedonia",2
Greece:Rodos,2
Greece:Safonidi Island,2
Greece:Safonidi islet,2
"Greece:Samos Island, Chrysi Ammos",2
"Greece:Samos Island, Crysi Ammos",2
Greece:Samotraki Island,2
"Greece:Santorini, Panagia Kolou",2
Greece:Saronicos,2
"Greece:Saronikos gulf, Attiki",2
"Greece:Saronikos, Gourkolimano, upper littoral",2
Greece:Sarti,2
"Greece:Serifos, Plakes, Agios Georgios",2
"Greece:Serron, Beabies, Vironia",2
"Greece:Serron, Neo Petritsi, Farfara site",2
"Greece:Sifnos Island, Katavati",2
"Greece:Sifnos Island, Platys Gyalos",2
"Greece:Sifnos, Agios Symeon peak",2
Greece:Sikinos island,2
Greece:Sivota,2
"Greece:Skinias, Crete",2
Greece:Skiros,2
"Greece:Skollis Mountain, Peloponnisos",2
"Greece:Skydra, Pella",2
Greece:Smolikas,2
"Greece:Soulopoulo, tributary of Kalamas (Thyamis) river",2
Greece:Sounio,2
"Greece:South Aegean Sea, Rhodes",2
"Greece:South Aegean, Island of Rhodes",2
Greece:South Central Crete Kaloi Limenes,2
Greece:South East Crete Chrysi island,2
Greece:Sparta,2
"Greece:Sporades Skyros Isl., Agios Fokas, quarry",2
"Greece:Sporades, Skyros Isl. Lakkonisi islet",2
"Greece:Sporades, Skyros Isl. Palamari islet",2
"Greece:St. Ellada, Fthiotida",2
Greece:Stagira,2
Greece:Stavros,2
"Greece:Sterea Ellada, Arachova",2
"Greece:Sterea Ellada, Imittos Mt., above the University of Athens",2
"Greece:Sterea Ellada, Itea",2
"Greece:Sterea Ellada, Proussos",2
"Greece:Sterea Hellas, Sardinia",2
"Greece:Stomio, Larissa",2
"Greece:Strimoniko, Strymon river, Strymon drainage",2
Greece:Strofylia,2
"Greece:Strymon River, Strymoniko",2
Greece:Stymfalia,2
"Greece:Suedliche Aegaeis, Chryssostomos, Agios Ioannis (Hag. Joannis)",2
Greece:Syracuse,2
Greece:Syrna,2
Greece:Syros island,2
Greece:Taiyetos,2
"Greece:Tasos, Castro",2
"Greece:Taygetos Mountain, Peloponnisos",2
Greece:Telendos islet,2
"Greece:Terovo, Epirus",2
"Greece:Tertsa, Crete",2
"Greece:Thasos Island, Ipsarion",2
"Greece:Thasos, H. Sipman & T. Raus 58672a",2
Greece:Thassos,2
"Greece:Theopetra, Thessaly",2
Greece:Thermia,2
"Greece:Thermo, Thermo spring",2
"Greece:Thesaaloniki, flea market (Mount Othris)",2
"Greece:Thesprotia, Joannina, Mt. Smolikas, Agia Parascevi",2
"Greece:Thesprotia, Parga",2
"Greece:Thessalia Sterea Ellada, Agiokampos",2
"Greece:Thessalia Sterea Ellada, Larissa, Ossa Oros",2
"Greece:Thessalia, Mount Olympus",2
"Greece:Thessalia, Mt. Tymfristos",2
Greece:Thessaloniki Macedonia,2
Greece:Thessaloniki Mavrouda,2
"Greece:Thessaloniki, flea market",2
"Greece:Thessaly, Fyllo, Karditsa",2
"Greece:Thessaly, Magnisia, Volos SE 38km, Liri E 1km, Ag. Theotokos",2
"Greece:Thessaly, Ossa Mountains, Spila",2
"Greece:Thessaly, Pelion Mts., Chania",2
"Greece:Thessaly, ravine between Agiokampos and Agia",2
"Greece:Thessaly, S of Larissa",2
Greece:Thessaly: Volos,2
Greece:Thiva,2
"Greece:Thrace, Evros delta",2
"Greece:Thrace, Koufovouno",2
"Greece:Thraki, Avra, W. of Alexandroupolis",2
"Greece:Thraki, Junction to Kotyli 1 2 km right",2
"Greece:Thrakien, Toxotes",2
Greece:Thyamis River,2
"Greece:Tigani islet, Evvoia",2
Greece:Timbaki,2
"Greece:Tinos Island, Bay of Isternia",2
"Greece:Tobrouk, Crete",2
"Greece:Topolia, Crete",2
Greece:Trihonida lake,2
"Greece:Trihonida Lake, Acheloos",2
Greece:Tsoukarela,2
Greece:Vai Negrete,2
"Greece:Vardousia Mountain, Korakas peak, Sterea Ellada",2
"Greece:Vathy Rema, Heraklion Province, Crete",2
Greece:Venetikos,2
"Greece:Veria, Pindos Mts, Kastania SE, 5 km SE village",2
"Greece:Veria, super market",2
Greece:Veroia,2
"Greece:Vikos, region Epirus",2
"Greece:Village Kerkini, Krousia Mts.",2
Greece:Vistonis drainage,2
Greece:Vlahava,2
"Greece:Vlaherna, W",2
Greece:Voiotia,2
Greece:Volos SE 36km: valley SSW Promiri,2
"Greece:Volos, Alykes, Thessalia",2
"Greece:Volvi Lake, Apollonia",2
Greece:Vonitsa Lagoon,2
"Greece:Vravrova,Athenes",2
"Greece:Vrondero SE 3 km, Petros Kokkalis cave",2
Greece:Vyronia,2
"Greece:W Macedonia, Kozani, Siatista, Mellia W Flanke, Siatista ( Galatini)",2
"Greece:W. Macedonia, distr. Imathi, Kastania",2
"Greece:W. Rodhopi, Likkolakka",2
Greece:West Crete Alikampos,2
Greece:West Crete Anopolis,2
"Greece:West Macedonia, Florina, Mt.Verno, Pisoderi Ski Resort",2
"Greece:West Macedonia, Grevena, Konitsa E 28km, Vasilitsa Ski Resort",2
"Greece:West Macedonia, Pindos National Park E, Metsovo N 15km, Mt. Blia",2
"Greece:West Macedonia, Velventos",2
Greece:Western Macedonia,2
"Greece:Western Macedonia, Kozani, Vouchorina",2
Greece:Xanthus: Avdira,2
Greece:Zagkliveri,2
Greece:Zagora Magnesia,2
"Greece:Zakynthos, Keri Wetland",2
"Greece:Zakynthos, Zakynthos, Limni Keriou",2
Greece:Zazari,2
"Greece:Zazari, reservoir",2
Greece:Zirou,2
"Albania:northwestern Greece, Vitsi Varnoundas",1
Austria: Lab culture with samples originating from Greece Parnassos,1
"Austria: Lab culture with samples originating from Greece, Achaia Kalavrita above Kato Zachlorou 38.0999 N 22.1618 E 624m",1
Greece: 1 km SE Pale,1
"Greece: 10 km Agios Isidoros, Rhodes",1
Greece: 15 kms SW of Katerini,1
Greece: Above Panagia Kiras,1
"Greece: Acarnania, Kandila",1
"Greece: Achaea, Chelmos mountains",1
"Greece: Achaia, Kalavrita, mts. Chelmos, mt. Avgho",1
Greece: Acharnes,1
Greece: Achladocampos,1
Greece: Aegean Sea Chios,1
Greece: Aetolia Acarnania,1
"Greece: Aghios Konstantinos, Samos",1
"Greece: Agia Erini, Cephalonia",1
Greece: Agiaki: Kastanies,1
"Greece: Agiassos Megalochori, Xilokastro, Lesvos island",1
Greece: Agrafa,1
"Greece: Ahaia, Mt. Klokos",1
"Greece: Akrotiri, Crete isl.",1
Greece: Alevrou,1
Greece: Alfios: Karitana,1
Greece: Amaliapolis,1
"Greece: Amani, 2km. S of Kipouries",1
Greece: Amfikleia,1
Greece: Amvrakia Lake,1
Greece: Anaktorio,1
Greece: Aoos: Komitsa,1
"Greece: Aquaculture, local fish market",1
"Greece: Arachtos, Keramates",1
Greece: Argo,1
"Greece: Argolida, Kandia",1
Greece: Argolis,1
"Greece: Argolis, Kolaki, S of Arkhaia Epidavros",1
Greece: Aridea,1
Greece: Aristotle University of Thessaloni,1
Greece: Aspra spitia,1
Greece: Aspros river,1
Greece: Asprovalta,1
Greece: Assopos (Beotia),1
"Greece: Assopos (Beotia), Voutina stream",1
Greece: Astakos,1
"Greece: Astypalea Island, Vai",1
Greece: Athen,1
"Greece: Athos Peninsula, 1 km S of Daphne",1
"Greece: Athos Peninsula, below Karyes",1
"Greece: Athos Peninsula, Panteleimonos Monestry",1
"Greece: Athos Peninsula, Xeropotamou Monastery",1
Greece: Attica (Megara),1
Greece: Attica (Paiania),1
"Greece: Attica, Artemis",1
"Greece: Attica, Athens airport",1
"Greece: Attica, East Attica, Taygetus",1
"Greece: Attica, Kaisariani",1
"Greece: Attica, Koropi",1
"Greece: Attica, Lake Marathonas W",1
"Greece: Attica, Palaio Faliro",1
"Greece: Attica, Spetses Island, Agia Marina (0 m)",1
"Greece: Attiki, Mesogia, Mali Veni, near Merenda",1
Greece: Axiopouli,1
Greece: Axios: Axiopolis,1
Greece: Campi Chrisomilias,1
"Greece: Cape Matapan, S. Peloponnesus",1
Greece: cave Kastria,1
"Greece: Central Greece, Mount Olympos, Litochoro",1
"Greece: Central Macedonia, between Stavros and Retina",1
"Greece: Central Macedonia, Chortiatis",1
"Greece: Central Macedonia, Drama, Volakas, quarry",1
"Greece: Central Macedonia, Nymfopetra",1
"Greece: Central Macedonia, Thermi",1
"Greece: Cephalonia, Poros",1
Greece: Chalandra,1
"Greece: Chalandritsa Achaea, Peloponnese",1
"Greece: Chalcidice, Taxiarchis env., NE Polygyros",1
"Greece: Chalkidiki, Pirgadikia",1
"Greece: Chania, Crete",1
Greece: Chelmos,1
"Greece: Chelmos Mt., Xerocampos",1
"Greece: Chelmos, Mesorrougi",1
"Greece: Chios, Mt Pelineo, Spartounta",1
"Greece: Chios, nv. Vessa road from Armoulia",1
Greece: Corfou,1
"Greece: Corfu, 479 m",1
"Greece: Corfu, Angelocastro S of Krini",1
"Greece: Corfu, cliffs of Rachi Erivas, Pantakrator massf",1
"Greece: Corfu, Dhassia",1
Greece: Crete Isl.,1
"Greece: Crete Isl., Psiloritis Mts., Zoniana env.",1
"Greece: Crete, [Agiasdeka] Region",1
"Greece: Crete, 8 kms south of Archanes",1
"Greece: Crete, Aghios Ioannis, Anapodiaris River",1
"Greece: Crete, Akrotiri",1
"Greece: Crete, Attica, Cephalonia, Kavala, Corinthia, Achaea",1
"Greece: Crete, Chania, Floria",1
"Greece: Crete, Fournes",1
"Greece: Crete, Gazi",1
"Greece: Crete, Gerani",1
"Greece: Crete, Gournia",1
"Greece: Crete, Heraklion, Ligaria",1
"Greece: Crete, Ideon Andron",1
"Greece: Crete, Kalamaki",1
"Greece: Crete, Kalimaki",1
"Greece: Crete, Lefka Ori mt., 800 m a.s.l., ascending from Anopoli, pinewood",1
"Greece: Crete, Mt. Ida, Nida Plateau",1
"Greece: Crete, Panormos 4 km W",1
"Greece: Crete, Petres",1
"Greece: Crete, Rethymno, Plakias, Kotsifou Gorge",1
"Greece: Crete, Retimno",1
"Greece: Crete, Sfinari",1
"Greece: Crete, Spilaio tis Agias Paraskevis",1
"Greece: Crete, Spili 1 km NW",1
"Greece: Crete, Topolia gorge",1
"Greece: Crete, Tourloti",1
"Greece: Crete, Vamos",1
"Greece: Crete, Vlachides",1
Greece: cyclades,1
"Greece: Cyclades Islands, Andros Island, 2 3 km W of Vourkoti village",1
Greece: Cyprus,1
Greece: Cyprus Isl.,1
"Greece: Dhassia, Corfu",1
"Greece: Dirrachino Ano Giannei, Arkadia, Peloponnese, Greece",1
"Greece: Distomo Arachova Antikyra, Arachova > Mt. Parnassos ski centre",1
"Greece: Dodecanese, Leipsoi island",1
"Greece: Dodecanese, Rhodes, Kolympia",1
"Greece: Dodekanisa Islands, Simi Island, Pedi",1
"Greece: Drama, E Macedonia, Falakro Mts.",1
"Greece: Drama, Granitis",1
"Greece: Drama, Volakas",1
"Greece: Drama, Volakos",1
"Greece: Dytiki Makedonia, Nea Nikopoli",1
"Greece: Dytiki Makedonia, Oros Vitsi Perikopio",1
"Greece: Dytiki Makedonia, Orvilos Mt.",1
Greece: E of Skala Kallonis,1
"Greece: East Macedonia and Thrace, Falakro",1
"Greece: East Macedonia and Thrace, Philippi ruins",1
"Greece: East Macedonia, Zarkadia env., 2 km NNE, limestone",1
"Greece: Eastern Macedonia and Thrace, Echinos env., bank of river Kompsatos",1
"Greece: Eastern Mediterranean Sea, Aegean Sea, Crete, Heraklion",1
"Greece: Elounda,Crete",1
"Greece: Epirus, 1419 m",1
"Greece: Epirus, 17 km E Igoumenitsa, Avaritsa",1
"Greece: Epirus, 19 km E Igoumenitsa, Petrovitsa",1
"Greece: Epirus, 25 km SE Igoumenitsa, Chrisavgi",1
"Greece: Epirus, 9 km SW Metsovo, Mikro Peristeri",1
"Greece: Epirus, Arta, Amvrakikos Gulf, Tsopeli",1
"Greece: Epirus, Drosopigi",1
"Greece: Epirus, Ioannina Distraict, Vikos Gorge, Agia Paraskevi",1
"Greece: Epirus, Ioannina district, Epano Arena W 2000 m asl.",1
"Greece: Epirus, Ioannina district, Gramos Mts., Epano Arena NW 2060 m",1
"Greece: Epirus, Ioannina District, Kleidonia",1
"Greece: Epirus, Ioannina district, Konitsa",1
"Greece: Epirus, Ioannina district, Molivdokepastos",1
"Greece: Epirus, Ioannina district, Prosilio NE 3 km",1
"Greece: Epirus, Ioannina district, Sarantaporos Gorge",1
"Greece: Epirus, Ioannina District, Vikos Gorge, Oxia",1
"Greece: Epirus, Ioannina, Konitsa E 24km, Distrato NE 3km",1
"Greece: Epirus, Ioannina, Konitsa S 15km, Vradeto NE 1km",1
"Greece: Epirus, Ioannina, Konitsa S 17km, Vradeto",1
"Greece: Epirus, Ioannina, Konitsa SSE 18km, Kalivia",1
"Greece: Epirus, Ioannina, Konitsa SW 2km, Aoos river banks",1
"Greece: Epirus, Ioannina, Pades",1
"Greece: Epirus, Kestrini, Kalamas River",1
